attribute 0,attribute 1,attribute 2,attribute 3,attribute 4,attribute 5,attribute 6,attribute 7,attribute 8,attribute 9,attribute 10,attribute 11,attribute 12,attribute 13,attribute 14,attribute 15,attribute 16,attribute 17,attribute 18,attribute 19
-9.136452468,-1.355921429,-0.22665709,-0.684022372,0.392352923,-0.211531338,0.223642517,0.736826774,-0.449080392,-0.821422091,-0.001337164,-0.295175162,-0.038311483,-0.686626782,0.751381716,0.806918481,-0.318258169,1.367871148,0.887951684,0.31789638
8.400188316,-0.328925985,0.350301589,0.214098159,-0.119822284,0.455530975,1.272233037,0.694919431,-0.889582559,-0.965964487,0.080312671,0.91411273,0.048564404,-1.021107467,-0.90087027,1.116948584,0.38855259,0.843969983,-0.840361063,0.029189223
7.533744613,0.203130292,-0.576481302,0.545657012,1.072254179,-3.100454002,-1.419943004,-1.679325248,-0.736578328,-1.920153043,0.659980564,0.0779919,0.817653156,-0.76833965,0.887289974,-0.317863852,-0.046771747,0.491080617,0.532176186,0.290579514
8.19168706,-0.907659204,-1.093312647,0.582201611,-0.25669053,-0.253365635,0.622601308,0.155112946,-0.325060563,0.236090272,-0.410661676,1.52682407,0.431499982,-0.32728355,0.233666331,0.32634378,-0.515803479,-0.366226686,0.32658138,-0.806573071
5.471597473,-1.60602176,-0.40400025,1.373131427,-0.188645384,0.362566144,-0.822645468,0.049444407,0.20094008,1.503184121,0.062614816,0.239348051,-0.465786805,-0.417230115,-0.795279606,-0.620639833,-0.768623034,-0.417381648,0.020576669,-0.918552179
-4.007119423,-1.621334927,-0.398338413,2.190322192,-0.401369592,-1.547183636,-0.651464074,-0.634280606,-0.010578569,-1.190394063,-2.115415371,0.678716562,-0.256066836,1.414700427,-0.373041318,0.486651203,-0.561339313,1.203087166,0.018036229,0.111158123
0.192637757,4.720238591,1.254134272,1.599809421,3.417269723,0.521629235,0.322631839,-0.650063315,-0.380887318,0.047629257,-1.445866475,1.26006567,0.313336041,0.037953037,0.291038993,0.785615428,0.526168096,-0.292066578,0.46192174,-0.769893619
-0.052199761,-1.117147053,0.457472144,0.250332357,-0.59790204,0.475923853,-0.951518863,0.024079858,-0.057563814,-0.035652164,-0.969146185,-0.562773459,0.373266623,-0.046347402,-0.56973713,-1.002789376,0.664168932,0.586180761,-1.599697445,-1.064993633
9.008787903,-2.021162396,0.38765189,1.82659438,-0.636026794,-0.329643934,0.339231519,0.460625992,-1.302878979,-0.528287168,0.137869257,-0.822190803,0.628832343,0.072122235,-0.368473665,0.208038016,0.216217616,-0.111663264,1.016957496,0.536158258
-5.708248581,-1.046532811,-0.252506049,-0.300913153,0.227623005,1.196739201,-0.037156626,0.556913459,0.050323972,-0.068524262,0.180433845,-0.13383028,-1.723431754,0.91754948,-0.553778613,-1.231034862,-1.13386186,-0.555223636,-0.567702241,0.470775314
6.048899225,-1.460740654,-0.165225883,-2.446044029,1.576842394,-2.116178763,0.18004935,0.809629494,-0.590565059,0.16580183,-2.350042483,-1.721564663,-0.739903435,1.078738547,-0.026785555,0.382821995,1.103853752,-0.9643422,-0.48788546,-0.352276241
0.313493918,-1.623318055,-0.066436204,0.893038018,-0.521518003,0.526301868,-0.140711124,-0.10872167,0.432890191,1.432357093,-0.371865289,-0.004230479,0.117563636,-0.892391612,1.036959837,-0.687890279,-0.968697097,0.250490153,0.004331305,-0.488314396
0.077063217,-2.090583337,-0.415976529,0.076809398,0.139290054,-0.296507406,0.49586831,-0.177323971,1.067996932,-0.527374105,-0.43365491,-0.769067478,0.588821758,-0.489450029,0.198034218,-0.337268835,0.483193284,0.43496178,-0.528863439,0.212249786
8.452188617,-1.545862015,-0.359268619,1.119324269,-0.596221472,0.398695368,1.191008901,1.186093769,-1.194250249,-0.658174608,0.46341471,-0.500806148,-1.065875122,0.876507164,0.249093548,-0.968843773,0.285055937,0.398673951,0.572345119,-0.59565388
-7.954083605,-2.099679177,-0.026440352,-0.938122161,0.734495203,-1.146857388,-1.147144795,-0.846378588,-0.474628089,-0.267036101,0.389031347,0.185192365,0.143702594,-0.269787217,-0.387716752,0.104225484,0.401613146,-0.739388546,-0.578498584,-0.555361442
3.615974985,-0.366758015,-0.355648669,-0.659003704,-0.009962888,-1.28724721,-0.003610119,-0.193833484,0.462520247,-0.800178546,-0.473317662,-1.011666567,-0.175612065,0.356314403,0.147787834,0.405628154,0.760419248,-0.685754379,1.036011312,0.981934169
5.746638439,-1.022171246,0.096590005,-1.965521297,1.578977346,-1.095823815,-1.157231135,0.599486704,-1.086664812,1.682536347,-1.149321448,0.083527721,-1.815121928,-0.968466393,-1.166427309,0.532026519,-0.425667228,-0.048216024,-0.652093078,0.102207507
-9.579521449,-0.889422772,0.360990517,-1.089443481,0.07098085,-0.326086909,-0.607619123,-0.489355114,-0.13617544,0.969383564,-0.009165707,0.252978299,0.660139149,-0.120233594,0.394442349,0.104759343,0.812347698,0.422573768,0.746440917,-0.874434826
6.08069056,-0.416833342,-0.17848711,0.012593209,-0.55737607,0.8862484,-0.963950532,-0.696023727,0.653305322,-0.937003901,-0.398353475,-0.148403689,0.177095813,-0.962558269,-1.633481442,0.787451795,0.727239751,-0.009476034,0.245277324,0.675766106
-5.067533784,-1.128565397,-0.063926893,3.925883261,-1.405988346,-1.578832696,1.276218157,0.112434678,0.013089583,-0.815907914,-1.048471615,0.007976248,-0.901388307,-0.740634204,-0.264233118,0.400721023,-0.387403715,-0.019581105,-0.079581266,-1.07558022
-10.57425274,-0.503186554,0.521083532,-0.771786811,0.762387925,-1.103099694,1.180646974,0.093597765,-1.158272033,-1.58948026,-0.102659531,-0.375965601,-0.009415711,-0.055657808,0.797663742,0.406441927,1.075059353,-0.86500617,0.747497448,1.21667998
-8.188995431,-0.429509754,-0.734138372,-0.64094765,0.537946622,-1.071574327,0.8874835,0.965413648,-0.780617657,-1.67036398,-0.16505384,0.630346867,0.614602785,-0.751446601,0.951354376,0.594167514,0.30702885,0.365063368,-0.722523194,0.272962538
-0.396525565,-2.067718382,-0.282752288,-0.143675569,0.205285067,-0.263306213,-0.865169171,-0.270617423,-0.188330177,0.017411166,0.104804574,1.09402224,0.264481892,0.101532551,-0.874868326,0.401224827,0.660126628,-0.005975732,-0.914878112,0.581645364
10.30312421,-1.960400927,0.259250128,1.401912408,-0.501583971,0.501972431,0.725038487,0.327278861,0.36372366,1.322296884,0.407299988,-0.96463235,-0.448475828,-1.425579965,0.560219676,0.384872708,-0.006394198,-0.633245687,-0.471250753,0.081552616
3.237369815,0.051023315,-0.120351331,-1.721425729,0.557244958,-1.379622834,0.918135451,1.057270723,-0.495391434,0.526846558,-0.796226813,0.054945838,-0.063203449,-0.487003082,0.780534277,-0.461030442,0.014417595,0.841919229,-0.18023435,-1.540072199
5.796015351,-0.263482939,0.275741393,-0.164417783,-0.333533921,-0.037989226,1.083076592,1.083478218,-1.527885421,0.011336537,0.592355016,0.635200751,-0.860370466,0.420930243,0.495145363,-0.248571984,0.247972626,0.16661453,0.166019431,1.918632048
0.143693281,3.060641993,4.251081876,-0.805018253,-1.497991357,-0.844693941,0.035507515,0.358328408,-0.005734968,0.594008258,0.262386169,-2.034602481,-1.320515408,0.115895781,0.130473982,-1.063626891,-0.32784546,0.393053797,-1.004490279,-0.333355236
0.044041452,6.74494464,-0.729281979,1.229511271,2.28705395,0.777267198,1.351521237,-1.108521208,-1.58938376,-1.004057342,-1.180209511,0.378841493,-0.621668268,1.142536456,-0.808041489,-0.011480925,0.705473796,-0.483386123,-0.134057231,0.227403036
-10.36970289,0.23049195,-0.651013266,-0.379524945,-0.007794248,0.068963983,0.442925401,0.298611754,-0.432821923,-0.012135358,0.115005185,0.459193949,0.878740917,0.818519916,-0.981693103,0.033809233,-1.311334282,0.290541834,0.807114208,0.310211299
0.32837296,-0.085932421,0.196460809,0.763080314,-0.602274273,0.137826835,-1.290794232,-0.807749415,1.016108271,0.222728414,0.110342592,-0.73555023,1.096218436,-0.326450058,-0.976929902,0.95575333,-0.575649561,0.045126816,-0.297349985,-0.583844454
10.30347688,-0.938795768,0.024270724,0.225837989,-0.042351961,-0.078670992,-0.657748607,-0.39632344,-0.949676878,1.548154275,0.600928072,0.541567887,0.051565132,0.015244533,-0.20841736,-0.072570318,-0.18620715,-0.978582034,-0.262663898,-0.937875008
4.301256163,-0.759479234,-1.328177516,-0.27016229,-0.236491916,-1.315054217,-1.12403625,-0.327545708,0.394394797,-1.504765044,-0.553311106,0.484420297,0.164714713,-1.085593546,-0.481271736,0.053903611,-0.610337095,-0.185040556,0.571507209,0.486687955
-5.96598502,-2.079970546,-0.691066709,1.563358502,-1.637728974,0.536490582,1.728288645,-0.766305555,0.646285128,-0.159723807,1.498692221,-0.153906084,0.380584527,0.676777356,-0.229425155,-0.695781788,0.824481116,0.512083665,0.61444311,-0.143634565
10.4266725,-1.008777886,1.261713409,0.890865404,-0.467950875,-0.197202851,-1.011969042,-0.885275439,0.481698297,0.681791763,0.122671569,-0.286985809,1.37020167,-0.877660513,0.301561363,-0.026380146,0.079428434,0.5529088,0.57375649,-0.310057449
0.773088079,1.726186936,6.681507308,-2.765605835,-4.237939469,0.618577019,0.646126095,-1.762799064,0.689926674,0.223818099,-0.942146953,0.805244456,-1.080491431,0.867072309,-0.191458152,0.716537737,1.576399358,-0.417506226,-0.358196418,0.064238904
-0.081462247,4.831743811,-5.328934929,-0.287241882,-2.332940751,0.999178605,-1.404174653,1.362297466,0.232120773,0.445238745,0.221216183,-0.229570954,-0.056624318,-1.25812705,1.526985743,0.798637556,0.216326148,0.44436488,-1.012817051,-0.24716957
3.736749582,-1.380908383,-0.420876266,-0.509221328,0.635687965,-0.24797759,-1.30895207,0.13555594,0.201816224,-1.277960211,-0.956338756,-0.211799336,-0.201973755,-1.318857346,-0.290768234,-0.338656234,0.224458517,-0.051545541,-0.784302913,-0.624480912
5.487709329,-0.577019054,-1.283491188,-0.472949394,-0.151628238,-1.704833456,1.221863695,0.539417032,0.205951014,-0.616694136,-1.207244088,-0.297482732,1.223313213,0.702044134,-0.070276139,-0.158178557,0.344803351,-0.023260063,-0.572098812,-0.322515551
-6.558967415,-0.590157335,-1.540847389,3.458387289,-3.206518073,0.582603231,-1.23468795,-0.704252711,-0.030154319,1.548902858,1.097112123,0.426428527,-0.377213479,0.462858843,0.404733946,0.652095332,-0.402662485,-1.766104421,0.231217549,-0.571149205
-4.390137854,0.887778111,0.607316679,2.100669343,-1.41205891,-0.864915209,0.484957708,0.869228668,-1.04971587,0.676457211,0.382602677,-0.625373178,-0.255067033,1.145298152,-0.282491827,0.064642655,0.158242834,-0.683224316,0.291767424,-0.011078682
-0.046801496,-0.627480841,0.635157351,-0.649084699,-0.055236499,-1.012140603,0.295277442,-0.183833659,-0.109495082,1.649199109,-0.208015706,-0.383493228,-0.515984,0.067074798,0.311580193,-0.949190443,0.720849047,-0.018633576,0.491464797,-0.147270209
0.399749575,5.2564778,2.741273064,1.819232007,3.153544205,0.724434385,-0.227998973,0.941273306,-0.301307217,-0.617550887,-1.051055596,-0.186349368,1.245914208,-0.638053609,0.119352162,0.36828927,-0.590340964,-0.880678532,0.713498471,0.084658223
0.651815037,5.009125888,3.845508791,2.136570584,2.807748415,-0.051958453,-1.718545206,1.553375066,1.496699454,0.368507419,0.549553299,0.712944994,0.512239895,0.371479421,0.23159804,-0.237951557,0.694873897,-0.18059709,0.321227625,-0.591447908
-6.719982539,-2.165709459,-0.324839635,0.013474687,0.869936018,0.088133964,0.44543935,0.040189782,0.187479227,-1.255869825,-0.928171772,-0.940329798,1.187575275,-0.043120985,-0.74043001,-0.215338259,1.257431158,-0.418024784,-0.731684708,-0.316224163
-4.735022055,-1.856434141,-0.464303828,1.27301162,-0.6716739,1.015164208,0.580214728,-0.058060042,-0.892078704,-1.549038533,0.786530315,1.692476814,-0.63796808,-0.037861071,-0.05595221,-0.552502291,-0.041896864,1.009101541,0.274106094,0.755511258
0.137526099,4.865771147,0.098502856,2.478149095,4.700636802,0.453877844,-1.549506912,-0.639202573,-0.469455485,0.099304832,-1.23619632,0.410187334,-0.105723301,-0.794668627,-0.253961859,0.128036704,1.125314541,-0.334363,0.82843869,0.985657267
4.305123135,-1.853765485,-0.519886719,-2.328321302,1.463495369,0.024462676,0.173080265,-0.453489336,0.597465311,0.266383352,-0.09166917,-0.29901125,1.347671445,0.713155614,0.444272935,1.039469245,0.505236275,1.138830003,0.76263923,0.243194039
-4.527354083,0.209678764,0.934021549,1.949880049,-1.10535676,-1.818623417,0.429025554,0.404656516,-0.670571052,0.056761789,0.249933569,0.333030064,-0.61791139,-0.182609568,-0.507388304,1.004266494,-0.465457167,0.164303455,-0.016474881,0.33708613
8.968015063,-0.495087498,0.223363131,1.01883353,0.135683631,0.416374116,0.86273717,0.2752296,-0.110477847,0.844700187,0.963694735,0.854882129,-1.01370277,-0.7924745,0.456192799,0.193132742,-0.996828631,-1.030357828,0.031160537,-1.22820176
-6.092533344,-2.093839869,-0.443840308,3.147915593,-0.849509877,-1.86273911,0.156094384,0.99446226,-1.215907461,-0.729594422,-0.611836052,-0.904593715,0.529959869,-0.220194758,-0.59292133,1.109955143,1.039396727,-0.805649704,-0.251242872,-0.475759619
-7.819992487,-1.700794093,-1.813065404,-0.655926515,0.916210957,-0.577291163,0.03327367,-0.169101628,-0.204102918,-0.616401349,-0.118809635,0.220275474,-1.091534559,0.663270687,-0.036076923,-0.378782741,-0.116283025,-0.611723381,-0.367113582,-0.492511542
4.196405216,-0.49960353,0.266763815,-1.362871418,0.245458589,-2.226291038,0.306130156,-0.339212037,-0.516280346,0.574896264,0.009727903,0.545939117,0.408078532,-0.307186282,-0.04358665,-0.437414336,-0.261178642,0.521643762,0.147465704,0.671291055
-6.660136905,-0.765184427,0.101961666,-0.455189261,0.773497314,-1.199991316,-0.016268723,-0.147560483,-0.340644875,-1.627969374,0.414754341,0.649105132,1.553674904,-0.499009525,0.0880977,-0.338313075,0.223410299,-0.037008482,0.028989045,-0.587033903
-11.32087377,-1.233328333,-0.411318428,-0.973844928,0.768481133,-0.780771629,-1.119517451,-0.784944756,0.454860712,0.287677282,1.318173863,0.084038955,-0.435372366,0.832571946,0.106928928,0.257050016,-0.887689101,-0.023622794,0.311781119,-0.293650423
0.04238608,-0.209398998,-0.821005814,-0.423127591,0.149610657,-0.279407686,0.881169586,0.884671027,0.380363633,0.661756854,-0.232216339,0.038081268,0.741183345,1.330001181,0.485606456,0.57028299,-0.090665961,-0.385422182,-0.002365505,0.503456031
-9.423973998,-1.567382571,-0.577556577,-1.323918477,0.46805721,0.124434703,0.954277145,0.379646149,0.143716503,-1.256034183,-0.607022725,1.102246699,0.198378056,0.205892191,-0.318303734,0.597093735,-0.49856089,0.029397154,-1.177837123,0.368153612
11.36202134,-0.981762609,0.277794585,2.067574633,-1.415685746,0.808843397,-1.251307461,-0.157746616,0.50591147,-0.943242886,-0.516849671,-0.911796483,-0.184024824,0.278583089,-0.792250187,0.457305855,-0.552427632,-0.433496617,0.741671144,-0.064442864
8.969706096,-0.30172784,0.574308108,1.166901092,-0.577215489,0.935323625,0.343449543,0.298825545,-0.069170073,0.898166603,0.387417649,0.447924193,0.465010867,-0.152613209,0.693027444,0.518013551,0.432882767,0.427821666,0.090173029,0.623303832
-6.83408506,-0.042043897,-0.908385364,-0.47065465,0.766785509,-1.360796957,0.700841195,0.398983571,-0.590808482,0.437035792,-0.270762196,0.271637027,0.913944823,0.965268534,0.070268099,-0.643218016,-0.169996366,-1.128098726,-0.946889352,-0.378023924
8.191533481,-0.680813032,-0.264770474,1.555927946,-0.393083639,0.632131686,-1.410676661,-0.23397399,-1.075383715,-1.395568191,-0.036428815,-0.739753055,0.225747072,-1.058711896,0.115379737,0.57477335,-0.240319644,-0.552588441,-0.239609179,1.10488891
-0.153337724,-0.496958294,0.344353401,0.68442584,0.440487692,0.225724792,-1.408890537,-0.525742578,1.418373056,-0.256785286,0.354764819,-0.435432314,0.79623272,0.272546747,-1.337627896,-0.070098583,-0.268071256,-0.358783951,-0.191331282,1.202922563
6.745521786,-0.249459652,-0.508046399,0.004657724,-0.075504597,0.389095615,0.828303524,0.856743983,-0.67253395,-0.030017098,0.332197185,1.066348351,-0.532044451,-0.513972279,1.194934006,-0.517441499,0.157419819,-0.82924867,0.696775386,-0.391317906
0.309231046,-1.10920265,-1.297732932,-0.022289643,0.786007799,-0.761161149,-0.490683173,-0.317240418,0.077996714,0.345609067,0.71616741,-0.448880311,-0.181185123,-0.805722863,0.227013163,-1.029827762,0.351540187,0.345738468,0.464263408,-0.553606051
5.154412106,0.014511489,0.211377011,-2.137906824,0.614413943,1.924490069,0.231661198,1.857618713,-0.159450283,-0.15535859,1.251120983,1.020230783,0.903699672,-0.174100858,1.188875792,-0.735184956,0.52808148,0.370280077,-0.423522032,-0.90645248
-8.795895434,-0.209243642,-1.030070101,-0.869582275,-0.142181765,-0.570278652,0.039283857,0.402196812,-0.047899573,-1.15857018,-0.034991414,0.348658405,0.284070466,-0.547182853,0.569576729,-0.214737779,0.008031302,0.405468739,-0.577797,0.652183798
0.046589451,4.487454959,3.687662973,1.15771766,2.674688909,-0.780789611,-2.408326178,2.632481211,0.194920523,-0.817897633,0.915375752,-0.072650121,0.802178986,-0.421675289,0.655763554,0.57630285,0.311951619,0.690830851,1.005013996,0.615014951
-0.273978135,-0.597888105,-1.042247555,0.327727046,0.352025141,-0.102313174,0.977365779,0.347609148,0.393945229,-0.801655323,0.581536279,0.492814942,-0.83535874,0.011446727,0.281849789,-0.069991193,0.639370505,0.084750987,0.059383867,-0.895392908
-8.268055696,0.265654165,-0.390279023,-0.918325926,0.568506262,-0.935292563,-0.857909435,-0.294872257,-0.840937006,1.010850711,0.137737086,0.956351077,-0.489525953,0.747029077,0.680009847,0.487228768,0.354388247,0.014026414,-1.001234281,0.985633984
-0.029381409,2.935489416,7.719859707,-2.593843058,-3.456447114,-0.740065619,0.069557499,-0.5785586,-1.500200295,0.387087333,0.60820274,-0.353868581,-1.252675507,-0.514334263,0.989287424,0.084825995,-0.827802789,0.341696596,-0.260300102,-0.404297731
7.943919072,-1.062643549,-0.65191011,1.657768902,-0.559523456,0.931292949,0.224819442,0.41767512,-0.943815535,0.455425227,-0.519801421,-0.215847724,0.81199631,1.454684185,0.617992405,-0.165110071,-0.069953669,0.20545324,-0.769124217,-0.604675954
2.615268274,-0.927812744,0.094604794,-1.981343121,0.642836832,0.952628559,1.056551635,0.136574782,0.053701444,-0.330032288,0.949846686,-0.461721855,-0.575638186,-0.441869619,0.258739455,0.834850749,0.494108881,-1.210752451,-0.294827622,0.561620823
3.892937559,-0.335897123,-0.012480982,-1.721710201,1.712239809,-0.987085656,-0.579572516,0.341295556,-0.973648174,0.779021329,-0.157253074,-0.243998701,-0.54023746,0.321220184,0.578034292,-0.041540969,-1.012987625,0.464389701,-0.465903264,0.100827858
