attribute 0,attribute 1,attribute 2,attribute 3,attribute 4,attribute 5,attribute 6,attribute 7,attribute 8,attribute 9
0.002868195,-0.984750207,1.79201461,-0.212140976,-0.264097427,0.514075558,1.720197662,0.551157696,0.642430644,0.125007993
4.779082779,-2.209773641,-0.407044158,-1.757461879,1.690659417,1.873981484,-0.934158101,-1.005549065,0.545805412,-0.554152553
0.08635453,-1.448899172,-0.950162818,0.286997355,0.452988305,0.092419176,0.898482695,-0.225504398,0.250741282,0.405595794
-5.359401893,-1.159342913,-0.028780353,1.914853861,-0.777788653,1.727174951,0.482570276,-0.268826462,1.173340661,-0.485793712
-7.266123326,0.287191702,-0.909236025,1.987876869,-0.651168493,2.900848837,-0.664806287,0.375038137,-0.971371125,0.705372716
3.464613161,0.169197069,-0.558416438,-2.295411849,0.416318279,0.889487399,-0.996054034,0.168085059,-1.664456448,0.954358716
0.591305519,3.987623676,-3.318730482,-1.127275797,-2.393877114,-0.704568442,-0.312819518,3.543677913,0.222992974,0.74383794
0.143693281,3.06064253,4.251078388,-0.805169883,-1.498172557,-0.8434292,0.036936129,0.369056828,0.002832281,0.596059647
-10.09867591,-0.138490404,-1.277709089,-0.924705445,1.158953423,-0.363694335,-1.682895779,-0.661278214,0.031387917,-0.712340753
0.193796484,0.136985592,1.186574358,0.562122588,-0.329973088,0.301869131,-0.563206261,-0.726442888,-1.218527908,0.55349338
-0.457928548,-0.582278002,-0.526816603,0.130351345,0.40453212,0.60139436,0.729554025,1.199595184,0.835513991,0.863990027
6.746375899,-1.536376636,-0.170491189,0.832931485,-0.59510092,0.472436795,-0.09228878,-0.085297349,-1.727238747,-0.25244136
-9.136452468,-1.355921858,-0.226656702,-0.683995063,0.392487444,-0.211977944,0.223145205,0.729980352,-0.45746935,-0.82345259
0.163901539,-0.692307584,0.327527978,-0.658040572,0.298737468,0.163660385,-0.676765842,0.118203421,-0.954996494,-0.954045012
0.389316104,-0.265368987,-0.880741429,0.173094431,0.608511728,0.228553653,-1.093519435,-0.516474388,-0.269595278,1.90632924
5.140128646,-0.830595817,-1.270551553,-0.47763275,-0.220453237,-1.719283426,-0.038427295,0.412187951,-1.0187498,1.260602647
-8.39153909,-2.377960923,0.388959835,-0.910224277,0.217107099,2.887500519,-0.543679137,0.67426662,-1.062141357,-1.348035623
-5.81988466,-0.487861194,-0.138368865,-0.418832289,0.888334328,-0.614208228,1.349126866,0.082610021,0.547798294,-1.614853864
5.487709329,-0.577018753,-1.283491124,-0.472978247,-0.151670139,-1.704755933,1.222448015,0.54109204,0.210468715,-0.616599027
0.125993014,-2.071311167,-0.51304984,0.344415215,0.184090423,-0.013216832,-0.545524072,-0.256444353,-0.335844243,0.477578822
-0.377067458,7.460938661,-3.302003525,0.115853242,-3.099478673,1.413229941,0.725188444,-1.516605073,0.712131362,-0.603410086
7.019349969,-1.126947543,0.9487746,-2.084554358,1.146328732,-1.310785739,-0.268044218,-0.02986611,0.850022593,1.259871758
4.742243971,-0.56597886,-0.149500796,-2.063811586,0.597826611,1.558063532,0.783989517,1.735358861,-1.203185742,-0.292787298
0.088257121,2.451964898,5.298370647,-0.395399531,-0.62823445,-0.633103774,-1.383466467,1.45604917,0.206781839,0.159286496
-7.324592515,-0.804974864,-0.213936635,-0.830645488,1.147404067,-0.480007927,-0.318024183,-0.651597651,0.450410467,1.008489602
-4.614458654,-0.876102751,-0.232941023,3.799867721,-0.443254633,-1.182061876,1.442474703,0.069012942,0.862838516,0.366955818
-0.255983197,-0.954700935,-1.009477092,-0.105314034,0.940945576,-0.288726208,-0.145153312,0.104020609,-0.137215384,-0.681091933
-3.902040094,-0.252669954,-0.532573783,1.364034478,0.012737389,1.925558573,-1.004127723,-0.180548775,0.504424471,0.554050555
-8.104609603,-1.917071972,0.790926641,-0.153018095,0.169348545,3.47828268,0.749250322,0.925126595,-1.022884839,-0.714370225
0.007242175,4.542837319,5.037178037,0.656370868,1.432146561,-1.459219448,-1.717707851,2.469805576,-0.150938968,-0.089166701
-7.660612536,-1.582172277,-0.477922443,-0.619415042,0.142270249,0.23624954,1.263468481,-0.076938439,0.394976818,0.903121032
0.399749575,5.256477508,2.741279073,1.819376203,3.153699905,0.722404101,-0.228670836,0.930815621,-0.308195525,-0.627486262
0.33195351,-1.814529462,-0.069193852,0.612418834,0.467931652,1.133464236,-1.143840456,-0.191402354,0.057577825,-0.204396996
-0.106083124,7.021234704,-1.455376641,1.853162984,2.706672233,1.66291771,1.481488538,-3.024785183,0.387608922,-1.022319041
-3.832193885,-0.36989329,-0.16179354,1.650856393,-1.45961025,-0.212372966,0.559664633,0.045372724,-1.13193445,0.501275059
0.651815037,5.009126131,3.845507647,2.136544212,2.807836383,-0.051944848,-1.718124985,1.552644897,1.493404636,0.374241742
3.708051976,-1.76910877,-1.028226771,-2.244564477,1.187506101,1.320816154,0.659087959,0.954014719,0.142377198,-0.579621936
0.39216883,-0.891560309,0.149271717,-0.238087431,0.533005932,0.574858946,-0.807623685,-0.886142712,1.035493602,2.063153948
-0.736446336,5.899768311,-1.39340362,0.342769016,0.359257785,0.263968493,1.836130713,-0.980428411,-1.512346261,0.280858711
-6.83408506,-0.042043828,-0.908390431,-0.470786625,0.766653583,-1.359433837,0.701017616,0.407240195,-0.585706428,0.438004669
-0.051789886,5.838877428,3.411319797,1.986634321,4.0632862,0.322947378,0.522856364,0.685149264,-0.568182792,1.465983896
4.277264913,-0.870801424,-0.891709341,0.814787218,0.24433832,-1.190811008,-0.940812796,-0.550690271,0.718583233,0.334574382
-0.311632982,-0.78808518,0.229929832,-0.74411006,-0.255253886,-0.250427667,1.057988364,0.9567844,-1.777748938,1.013257069
-6.208039614,-0.694437981,0.042184556,0.26715757,0.649935561,1.16728972,-0.706342678,0.235882272,-1.088277195,-0.183266256
-4.604011087,-0.917565137,-0.828071368,1.084097737,-1.007921353,0.140774046,0.766984726,-0.131905488,0.583830104,0.236116488
-10.27243176,-1.746312338,1.33308115,-1.43343331,-0.487671705,3.865155467,1.087148391,1.045513037,-0.190491715,-0.672617851
-6.092533344,-2.093839818,-0.443838946,3.147975037,-0.849507956,-1.863154503,0.1558773,0.992715001,-1.211655186,-0.732539883
0.275527371,1.743946397,4.920263618,-1.490770044,-3.04486004,-0.468359702,-0.039197854,-1.273164011,-1.173025626,-0.049126154
5.557912868,-0.504420457,0.119112108,0.448782787,-0.159914041,-0.451510963,0.107718599,-0.426225237,0.496569174,0.854845971
11.36202134,-0.981762666,0.277792403,2.067590486,-1.415678863,0.808714026,-1.25268515,-0.15312187,0.508263604,-0.949895491
9.022948665,-1.081672019,-0.287792833,0.865163705,-1.10689628,0.831620556,-0.780879435,0.104408628,0.995919473,-1.40010692
-0.094515084,-0.463237048,-1.011656846,0.114153059,-0.057734756,-0.674137335,0.197968986,0.489475504,0.739882113,0.35311856
-6.674212151,-1.772185243,-0.556931075,-0.999519609,0.522421162,-0.499945137,1.210910991,-0.178531235,-1.039240365,0.241219548
4.354364509,-0.769524323,-0.181342555,-1.753915529,0.685387308,-0.689467067,-0.023716796,-0.181600457,0.432134392,0.559594192
-0.408581275,-2.010645068,-0.414689422,-0.366615975,0.347472888,-0.53178662,0.236007117,-1.022860386,1.030194304,-0.945270586
-0.438782208,-0.589826341,-0.091669336,-0.382918161,0.037913452,0.274026656,0.781017837,0.034672912,-0.628082904,-0.863654581
-9.11399318,-1.190298892,-0.17955078,-0.958270253,0.335425963,0.431830977,-0.663040041,-0.55961922,0.727281319,1.432579636
5.398725865,-1.565735418,0.270313779,0.890111161,-0.159098083,0.66423965,-0.982228012,-0.087682064,0.489639171,-0.086070051
9.76972206,-1.668154729,0.342845994,0.830255907,0.145150863,0.774245624,0.154556635,-0.376558225,-0.924794982,-0.29908741
-0.23322602,0.066657703,-0.102730736,-0.640028776,0.112644284,0.565706725,-0.546987221,0.459837157,-1.269440772,0.139502116
8.567695784,-1.157037835,0.303948832,1.105485265,-0.63167205,1.071735991,-0.697366366,-0.532586305,0.676747727,-0.901654197
-8.795895434,-0.209243231,-1.030066369,-0.869579267,-0.14205427,-0.571462142,0.040524514,0.393374769,-0.047977929,-1.16639371
-0.388545316,8.293850325,-5.579867518,-2.141243955,-1.784145129,0.577968148,0.925802965,-1.321417501,-0.668735691,-0.818472614
-8.434481325,-0.975503798,-1.168777327,-1.290304121,0.2241409,-0.659534686,0.949393622,0.542208257,-1.630367812,-0.465684704
-9.145212817,0.443079849,-0.996142862,-0.930828007,-0.27567606,-0.693055585,0.498975698,0.111234297,1.222460028,0.971956627
8.136665448,-1.053005251,1.041754995,-1.882406639,0.430737097,-1.85266104,-1.605754731,-0.443599246,1.406210947,0.975285925
7.466187142,-0.514515064,-1.397849274,0.876742165,1.060126253,-2.890643678,1.503426948,-0.184191147,0.213423069,0.828352404
-0.81978601,1.384059938,7.844017662,-2.981890801,-3.981638113,-0.453219202,1.675064366,-1.324327236,-0.883976439,-0.531383709
0.320038269,0.737227656,5.783823779,-2.493840893,-4.089974753,0.260272895,1.473578433,-2.242764211,-0.843559202,0.470696841
0.148374161,1.175369865,5.884288477,-1.872730641,-3.456983919,0.507840114,-0.55177845,-3.014513705,-1.030969984,0.263961479
-5.379507562,-0.637398109,-0.044375087,-0.337297934,0.25869399,-0.515005158,1.440103081,0.035467422,-0.426747598,0.927029959
6.632396596,-1.061124341,0.354041353,-1.474278663,-0.082650753,-1.487164871,1.69190486,-0.053982592,0.406219538,0.776755316
0.173441755,-1.80054185,-0.416660001,-0.215476188,0.795924506,-0.584327238,0.870651267,0.033562842,1.108262834,0.776170202
-0.024906527,3.941904901,-3.099508404,-1.988906421,-1.559672426,0.844146548,-0.72588018,-0.158016108,-0.71722008,0.615450731
5.285041716,-0.6820669,-0.186082916,-2.680569572,2.14487228,-1.295501641,-0.241642958,0.462743035,-0.573713357,-0.662339147
5.539231136,-0.362412649,-0.027632851,0.211719442,0.223815613,-0.7820619,0.985357085,1.110517966,-0.679797145,-0.992875697
5.18344563,-0.705912153,-0.007724171,-1.213211407,-0.071644434,-0.9678819,-0.706560192,-0.240221578,0.670747265,-0.58494635
0.029603937,-1.573322349,0.622623857,0.573410109,-0.094993505,0.266403268,1.67293457,0.106706249,0.549589849,1.151296379
11.29406728,-1.837867052,0.149697501,1.173305049,-0.86425491,0.239177215,-0.268947095,0.180558739,-0.880378651,-0.339430881
-5.028957529,-2.475746094,0.02326999,-0.207984933,-0.066566507,1.754826738,0.891247416,1.144324903,-0.776083605,-0.092769347
0.50251737,1.474619981,6.216586227,-2.118042458,-3.630537802,0.69767853,-1.238006556,-1.850374529,-0.28357145,-0.107415253
7.538846257,0.133121432,-1.193048827,-0.001007163,-0.34338377,-2.901296897,0.454051361,-0.168182928,1.290550144,0.48451618
0.128517408,-0.777612179,-1.356211816,-0.708361675,-0.158774529,0.055818994,-0.764875259,-0.37372525,-0.964690313,0.265927156
5.531088011,-0.153058972,-1.014739551,0.051645037,-0.421039987,-2.00267308,-1.423235567,-0.740345672,-0.275343942,-0.118452192
6.628456513,-1.539285265,-0.274737569,-0.779025976,0.176473086,-1.893719533,1.11184922,-0.447646031,1.292379238,-0.199390293
-10.16912347,-0.703447287,-0.23434906,-1.160841844,0.148043524,0.525096661,-0.239599439,-0.631043942,1.299744817,-1.356287771
5.746638439,-1.022171215,0.096589249,-1.965579366,1.578886464,-1.095805159,-1.157413696,0.605121467,-1.082877689,1.671123108
0.313493919,-1.623317565,-0.066437627,0.892988102,-0.521594364,0.526782477,-0.139666124,-0.101920712,0.436379027,1.436251458
-8.156111144,-1.883212376,0.421813199,-0.883030239,-0.538551246,2.334504607,1.86407947,1.330495015,1.43599406,-1.032796832
-0.273982471,5.307685522,6.448548479,0.138537773,2.140694635,-1.533807133,-1.296396642,2.461011522,0.411313891,0.442524433
4.106727947,-0.068350525,-1.504115147,-3.036523965,1.421626741,0.100989144,1.118510417,0.668133841,-0.862258288,-0.355368264
8.968015063,-0.495087695,0.22336,1.018820308,0.135593128,0.417022731,0.861646855,0.282706553,-0.106253873,0.84645075
-0.446564611,3.060225523,6.88653777,-0.988676884,-1.947991937,-1.02819661,0.38303947,0.463287996,0.659564516,-0.897432205
-7.954083605,-2.099679065,-0.02644296,-0.938249997,0.73437177,-1.145464231,-1.146640266,-0.844530134,-0.468764187,-0.263118403
-7.819992487,-1.700794462,-1.813066913,-0.655813593,0.916156722,-0.576955611,0.031609326,-0.162820221,-0.200906682,-0.610150857
4.839983438,0.438459672,-0.374930653,0.519927476,0.312505771,0.318512107,-1.131890529,-0.512630208,1.154769853,-1.298021494
-0.188079942,8.773604798,-4.122589668,-0.861725857,-1.124050737,-0.162910498,2.336186972,-1.868797317,-0.125676525,0.133294512
-0.530704194,4.813801727,-3.362748598,-1.37717881,-2.17472882,0.471804925,-1.107432118,-0.068623965,0.754441389,-0.912102287
7.948367168,0.614086077,-1.405137874,1.149646348,0.656076134,-3.44882341,0.558225361,-0.090786223,-1.364365875,-1.15456652
0.200042129,-0.765923892,-0.351858603,-0.18900872,0.78612654,-0.748746185,0.010046794,-0.790339588,1.129157507,0.33323328
-10.57425274,-0.503187454,0.521089253,-0.771655161,0.762507245,-1.103854467,1.179732109,0.074235085,-1.168485801,-1.582184389
-5.17191489,-0.96563009,-0.414204866,-0.747309781,-0.068654541,0.1339247,-0.416860955,0.186860331,0.810574031,1.110221653
-0.535983186,-1.211273699,0.483638512,-0.056967919,0.949419994,-0.1321416,0.577637893,0.071526152,-0.952173396,0.615579352
-4.600475479,-0.210460161,0.525802138,0.409176756,0.200205933,1.299034497,-1.194263104,-0.121777113,-0.973782531,0.179221333
-0.273978135,-0.597887918,-1.042252177,0.327580834,0.351944362,-0.100576228,0.978164576,0.349438299,0.400913815,-0.792454922
11.02900779,-1.866231963,-0.855257286,1.552549181,-0.342729764,0.076475667,-0.607410202,-0.553434891,1.306965497,0.298776302
9.137584987,-1.655021915,0.546045233,1.239338009,-1.394515311,0.604534761,0.7705026,0.087099047,0.407694222,-1.128350096
-4.606387285,-0.618509258,-0.347005948,2.575504221,-0.402836141,-1.324396362,-0.911056549,-0.826093402,1.136012409,1.514678179
0.00722567,2.63056937,6.751888753,-1.580210685,-3.093615294,0.003932611,-0.921936152,-1.629883047,-0.170305912,-0.896255076
-5.525151011,-1.671552304,-2.130682426,-0.708487958,1.007748812,-0.887059204,-0.432216207,0.592274418,-0.616762247,-0.575477166
-6.571706704,-1.974911555,-0.064456406,3.602312145,-2.92973466,-0.571770818,-0.979191767,-0.485982062,0.289942241,0.076495639
5.056620296,-1.461816348,0.817579972,-0.160507274,-0.164848381,0.258059432,1.428176834,0.174987304,0.878974337,1.191975381
0.497588236,-2.093749037,0.705274544,0.190742943,0.099281604,-0.132818061,0.22543445,0.130515219,1.128032519,-0.005935779
-5.583378541,-0.338583836,-0.149012865,2.044162916,-2.192951691,-1.510655717,-1.536431943,0.321404536,-1.12555631,0.076920894
-0.037289037,7.712339809,-3.851775469,0.239742866,0.337770983,0.578190043,2.665726489,-2.043321314,-0.496975704,0.022706032
0.07579043,6.621795801,-5.298534284,-2.717038261,-2.548770268,-0.180335349,-1.027559062,0.656136905,1.979926344,0.440079748
0.24992348,-1.768628035,0.404643325,-0.746881715,-0.348518846,-0.395488926,-0.432092357,-0.591958173,0.029456541,1.239609947
-3.947440021,-0.166140495,-0.179746657,1.653825695,0.670406473,0.761927595,-0.631830513,0.062755457,-0.926661926,-0.41643693
0.20060261,2.487295553,5.5037642,-1.518360944,-2.049508499,-0.629119388,0.069144168,0.923504763,-0.959973502,-0.631355847
-7.145808789,-1.66468778,0.514038774,-1.206539988,0.051652815,2.619828059,-0.567387925,0.399576202,1.567867589,-0.942606014
-0.424168453,-0.522677424,-1.36156262,0.515478437,-0.313047902,0.558131229,-1.283661645,0.531416287,0.132566013,0.796786618
0.453159766,6.034268781,-5.9401708,-1.802277582,-3.628938388,-1.389141672,-1.894521943,4.414133313,-0.147417125,1.528131084
3.628782034,-0.459906619,-0.234901448,-1.372532604,1.377733012,-0.244141515,1.958928931,0.616618726,1.254686055,0.800766019
0.413120949,6.681922907,-0.255214692,1.142100832,3.314539062,-0.195023356,0.366073581,-1.192115932,-0.123651689,1.508537608
0.466686921,-0.856046264,0.063157125,0.647631387,0.447878111,-0.755411909,1.649707653,0.052901805,-0.071670451,-1.08983377
-0.38573233,-0.33530572,-0.66993421,-0.21003889,-0.598023368,0.087959176,-0.425797446,0.589290663,-0.47273423,-1.262750225
-0.900216083,5.922942235,-1.681483207,-0.49730711,1.154611101,0.545669661,-0.239718603,-3.159553103,-0.228718714,-1.183521308
-9.554194418,-0.764134097,-1.597153421,-0.391222503,1.182959435,-0.589529255,-1.622697313,-0.60888413,0.376073136,-0.462720247
-7.217190968,-0.823364425,0.413199381,-0.378346966,1.073752503,-1.749274422,0.483709784,-0.663446973,-0.368503803,0.957763594
10.30347688,-0.938795166,0.024266878,0.225684857,-0.042457938,-0.077265582,-0.656358208,-0.38875695,-0.942539938,1.550874373
-0.244498492,8.078334272,-0.413262454,1.480285962,3.181664646,-0.191209484,0.852923692,-3.016324169,-1.34104122,-1.658296987
-2.961414745,-1.334051424,-0.544725282,1.851172461,0.101697001,-0.59472972,-0.604419668,-0.717870993,0.596292069,-0.169814662
-3.74445276,-0.628961939,-0.304652165,1.167417167,0.369088535,1.985437243,-1.618688434,0.00325849,-0.549937313,-0.41702951
-0.840584864,5.567011474,5.53407981,-0.200727613,1.329839914,-1.645680022,-1.487191756,2.979428282,0.383018954,-1.030973095
-7.178183314,-0.497769682,-1.253808831,0.182163832,0.198229431,0.01389688,-0.522349859,-0.086459964,-1.283294957,1.216213886
