attribute 0,attribute 1,attribute 2,attribute 3,attribute 4,attribute 5,attribute 6,attribute 7,attribute 8,attribute 9,attribute 10,attribute 11,attribute 12,attribute 13,attribute 14,attribute 15,attribute 16,attribute 17,attribute 18,attribute 19,attribute 20,attribute 21,attribute 22,attribute 23,attribute 24,attribute 25,attribute 26,attribute 27,attribute 28,attribute 29,attribute 30,attribute 31,attribute 32,attribute 33,attribute 34,attribute 35,attribute 36,attribute 37,attribute 38,attribute 39
-4.600475479,-0.210459793,0.525801561,0.409027598,0.20012844,1.299892541,-1.192895705,-0.124273229,-0.967836582,0.179129893,-0.304174438,-1.43042926,0.408451289,0.260529487,-0.1969618,0.327308966,0.801849939,0.820952494,-0.004863154,0.058154621,-0.668894558,-0.936000543,0.053426909,0.070728589,0.301973165,-0.244013374,-0.510467084,-0.390077522,0.523922542,0.027471923,0.18239448,-0.795871772,-0.80973635,0.748634063,-0.124665825,-0.6122852,0.376774415,-0.161305762,-0.387783081,0.193140896
7.176884993,-1.685016618,0.23745006,1.468160654,-0.432281301,0.043412116,-0.742764417,-0.220632417,-1.163141266,0.410140247,-0.480212468,-0.614072461,0.637967122,-0.846584146,-0.056967598,0.598223503,-0.25462293,-0.96701574,0.023479758,-0.253515115,-0.555449381,1.245507408,1.149679005,-0.22051196,-0.267902769,0.48939297,-0.142106661,-0.364933229,-0.122241725,0.026776718,-0.794068472,0.365613443,0.165970238,0.188593745,0.32303675,0.080311025,-0.381968392,-0.012875454,-0.269557407,-0.002839994
0.082766003,5.276228318,-4.111264645,0.267194144,-0.894177281,0.385941237,1.363219722,-0.97380106,-1.027809808,-1.85846846,0.171080542,-0.53140022,0.314094152,-1.330605442,-0.796580617,0.164544823,0.108974632,0.68727089,-1.518217343,-0.257114481,0.167920776,0.290124256,-0.194426006,-0.033772682,0.424432747,-0.078069639,0.279655424,-0.684006473,0.222927487,0.007969478,-0.044868339,0.300385221,-0.028011693,0.359145531,0.472691986,0.433716059,0.184056509,-0.161680762,0.227605202,-0.116017155
-5.252592076,-1.34660716,-0.233330461,1.057756738,0.161486551,1.426122044,0.282967028,0.020836266,-1.338115443,0.236445488,1.099358398,-0.447014081,0.864620307,-0.265754832,-0.062689467,-0.3918369,0.267004346,0.212907004,0.621077623,-1.012956433,0.518645495,-0.567853537,0.39926309,-0.912229556,0.023929113,-0.201875563,0.800803528,0.84148589,-0.026050146,0.016020602,0.300219057,-0.565977586,0.382020002,-0.084780086,-0.044023042,-0.111528749,-0.471009076,-0.178822203,-0.648368618,0.162853921
-7.75735909,-0.645633484,0.877150719,-1.15471038,-0.404808813,-0.642764096,1.560149599,-0.416500905,0.714994415,-0.282477348,-0.567529703,0.405503372,0.740229739,0.368350678,0.26527179,-0.569242078,-0.797804485,0.498522906,1.739896543,-1.047486117,-0.234160974,0.65922598,0.437133746,0.588661858,0.04302512,-0.305904405,0.061088396,0.387004755,0.099380917,-0.848119339,-0.053424367,0.222221957,-0.006578764,-0.263713838,-0.470748877,0.264935752,0.372986303,-0.266311404,0.27133579,0.23624746
5.140128646,-0.830596018,-1.270551242,-0.477601666,-0.220532956,-1.719895409,-0.039229339,0.42060607,-1.020569716,1.247720646,-0.620898679,0.158710839,-1.328331652,-0.467655158,-0.013029337,-0.164032798,0.859480717,0.179048791,0.080535352,-0.004113749,0.257898274,-0.418876809,0.045881222,0.785315985,0.459772172,0.797923941,-0.294823745,0.441364806,0.832261128,0.516720833,0.022646111,0.259315857,0.044041416,-0.017160683,-0.244976801,-0.465003254,-0.03520972,-0.374089302,-0.365633026,0.193618083
-2.790502984,-0.2374827,-0.128412582,1.182308643,-0.042842446,-0.429951671,-0.398434713,-0.197845641,-0.903620224,-0.82066259,-1.050217016,-0.668851337,0.506561655,-0.873179137,-0.185188429,0.293437146,-0.884800532,0.225051425,-0.431242432,-1.231734538,-0.119173221,-0.459417471,0.059405329,-0.606727363,-0.088316845,-1.219886364,-0.457697732,0.010488674,1.049910033,0.05535622,0.025843461,0.024983674,-0.233338165,0.886228411,0.330194692,0.314422339,0.042230287,-0.253972295,0.386236035,0.56328046
5.293715,-1.465239343,0.234264861,0.815917503,-0.243886901,0.398030185,2.054432997,0.570036555,0.423578836,0.131536844,0.508860593,-0.445105269,-0.801594408,1.697005963,0.975117605,0.102156018,0.459484726,0.146041472,1.378278693,-0.118585332,0.18855624,-0.079949257,-0.644817227,-0.152075547,0.378953282,0.338042597,0.925688773,0.362927524,-0.080141201,0.648141254,0.148116822,0.265090556,0.679846387,-0.395255902,0.188307495,-0.172551947,0.537432306,0.049036502,-0.231857208,0.24582708
-0.051789886,5.838877205,3.411317749,1.986606768,4.063318012,0.32259496,0.522081467,0.690553634,-0.570738903,1.455885634,-0.053730827,0.645133567,-0.007729587,-0.588271714,-0.247437582,0.074163775,0.995169685,-0.243061209,-0.128776572,-0.105998157,-0.890594394,0.828238669,-0.796739938,0.387737122,0.285786564,0.505276615,-0.566517246,-0.293734148,-0.629157377,-1.257516645,-0.797850512,0.587834058,-0.227142331,-0.118757538,0.138703102,0.018471619,-0.041757962,0.015475229,-0.140223199,0.501127394
-7.151803194,-1.137348084,0.843623736,-1.126752538,1.230039119,-0.758726785,1.64045167,-0.143987482,0.635095196,-0.240937605,-0.014093814,-0.090355219,1.421557456,1.192658948,-0.243583788,0.417299811,1.032667535,-0.63626541,-0.478297668,0.244965308,0.754419427,-0.734960371,-0.045294597,-0.119369524,-0.483253322,0.698192548,0.679918879,-0.417092659,0.276450955,-0.194350536,-0.682223594,-0.260017253,0.687890081,-0.14612968,-0.116954811,-0.23462485,0.395482417,-0.108523732,-0.222753972,0.330028373
-7.204345252,-2.001864832,-1.3723037,2.632851699,-1.213260316,1.627988203,-0.181668875,0.013270997,0.86126046,-1.357359836,0.993249408,1.571720585,0.76183814,-0.891941347,-0.619939593,0.026116879,0.042613557,0.51897055,1.166566679,0.859928319,0.115931558,0.048215169,-0.372051052,-0.245739524,0.257783363,0.502920037,-0.335872642,0.552468217,-0.243080381,0.571297307,-0.445804569,0.00541769,0.133440476,-0.324616627,0.053934452,0.91095636,-0.263347818,0.079791059,0.172223136,0.206292535
5.741648545,-0.521111949,0.245901987,-2.946094874,2.472099354,-0.793793607,0.291638674,0.588555683,0.055233422,0.465567527,0.071845845,-0.170253864,-1.283883948,-0.624415201,0.426704704,-0.255615893,-0.151346266,0.731467809,0.348045524,-0.659612609,0.45882385,-0.347559002,0.791420139,-0.574403005,0.155467024,0.712877304,1.115744251,0.0516487,0.102025283,-0.050319048,1.041966926,-0.548255533,0.221354349,-0.211139402,0.30297084,0.210376621,-0.068031385,0.464486684,0.202931854,-0.024895656
8.359664459,0.546427121,-0.642825952,1.289895915,0.078787354,-2.590120362,-0.587581189,-0.994051423,-1.199358916,-1.224700145,0.42502598,0.295215917,0.103278934,0.325590572,-0.765003234,-0.9603705,0.00043637,0.773127001,0.235270739,0.63760254,-0.451653133,-0.361306276,0.710501008,-0.576898211,0.137696985,0.073489905,-0.074306214,-0.255833841,0.116473128,-0.563929029,-1.127737879,0.14508736,-0.134302185,-0.251718159,-0.07668105,-0.740982153,0.261501519,0.064219702,0.120571191,0.3966236
-4.732690866,-1.628592292,0.380403681,2.849220727,-1.391484766,-0.772697869,1.934195118,0.035746601,0.474437447,-0.011840702,1.355062642,-1.703884144,0.427142209,-1.233039572,-0.403304257,0.552855367,-0.530223363,-0.769243524,0.739074519,0.844872162,-0.076016255,-0.458831354,-0.910092562,-0.43342313,0.447701042,-0.575255419,0.106966581,-0.621131539,0.22598506,-0.615868699,-0.386293922,0.572824415,-0.21552089,-0.749899173,0.163881883,0.503432658,0.107025385,-0.013959626,-0.269675853,0.219706665
-5.96598502,-2.07997046,-0.691066105,1.563374242,-1.637724305,0.536309337,1.728558828,-0.766199398,0.645855586,-0.159909342,1.500851276,-0.153213929,0.363494846,0.67934165,0.245503384,-0.718321553,0.824682385,0.540740146,0.61015544,-0.130949006,-0.799153576,0.824601448,-0.041595811,-1.018079154,0.992772856,-0.543890486,-0.64082515,0.332639527,-0.041727551,-1.241044316,0.437941328,0.424740351,0.03321985,0.55440835,-0.407088388,-0.546769565,-0.36220255,-0.159084748,-0.364143169,0.276328567
0.371765992,-0.32101459,-0.350757818,0.314941272,-1.437581318,-0.059176114,0.586511714,0.762357401,0.472242365,-0.509661626,0.080483558,0.914830327,-0.374936535,-0.537124358,-0.439753984,0.027680214,-0.037015751,0.727615584,-0.061762822,-0.688486974,-0.148517087,0.563087835,0.250974322,0.22594919,-0.009502479,-0.284558989,0.508925322,-0.961476442,0.570645287,0.079257802,-0.045132271,0.133305521,-0.188884861,0.15223326,0.008125802,-0.402895408,0.348192706,0.138208111,0.474836219,0.141179933
8.136665448,-1.05300575,1.041756839,-1.882412091,0.430727642,-1.853391999,-1.607098569,-0.446929517,1.401120994,0.965395439,-1.495486099,-1.006652892,-0.865484469,0.527993939,0.33371982,0.726283364,-0.88982766,0.237685102,-0.61852146,0.080070956,-0.565229597,-0.101626806,0.704336553,0.687850866,0.557511065,0.165976969,0.184142581,-1.190639241,-1.094865826,-0.61627805,-0.155311448,0.252247419,0.863810863,-0.316907297,0.290678695,0.266238795,-0.133260428,-0.495172551,0.379171933,-0.306170537
5.83361816,-1.737221552,-0.29007446,0.736579824,-0.243149455,1.053144027,0.757801818,1.051140423,0.971932788,0.698279612,0.452090976,-1.009353266,-0.159130268,-1.187926601,-0.063194166,-0.17480628,0.499215856,0.097559193,-0.13484656,0.880847205,0.367984055,0.487756298,0.368351311,-0.28663531,-0.117531977,-0.962860849,-0.273047961,-0.550915928,-0.334613361,-0.11361728,-0.042796499,-0.614305407,-0.316695468,-0.071714719,-0.233736543,-0.011428187,0.441545253,-0.662751301,-0.315944812,-0.076867889
-8.156111144,-1.883211965,0.421810508,-0.883150299,-0.538528609,2.335898426,1.865658671,1.326999452,1.438969337,-1.022662442,-1.121516454,-0.917394722,-1.048847241,0.654780232,0.004316849,0.26289193,-0.325734049,-0.606681359,-0.272764082,0.732286912,-0.403542624,0.112102614,-0.659568699,-0.313136355,-0.613497647,-1.000264011,-0.502349205,-0.214579169,-0.044731514,0.181422265,-0.419701462,-0.068281503,0.037636002,-0.109141889,0.046822972,0.004515414,-0.562130506,0.181932123,0.320032643,-0.325744908
-0.081462247,4.831743854,-5.32893468,-0.287238812,-2.332939597,0.999111245,-1.404131333,1.362336415,0.231870524,0.445172117,0.222454992,-0.229470041,-0.060001377,-1.256336302,-1.523710375,0.785995427,0.216020955,0.465520139,-1.00707878,-0.243715964,-0.600621015,-0.160021592,-0.743925868,-0.5190332,0.370642728,-0.756238854,0.06625077,0.690914915,-0.749787459,-0.596696977,-0.149334966,0.254884044,0.455844803,-0.404468156,-0.112638873,0.215364355,0.548743558,-0.098021303,-0.050767383,-0.017278914
6.772502271,-2.0187679,-0.683015999,-1.381856846,0.041735247,-1.081388837,-0.616519345,-0.711971331,0.856541116,0.577510273,-1.252742989,0.122340109,-0.216772292,1.110853941,-0.205214455,-1.001059828,0.526391327,0.052722,-0.564870972,-1.328102542,0.18436881,0.27782904,-0.114478154,-0.35320244,-0.357340712,-0.321790222,-1.011359705,-0.477877163,0.205690009,-0.288182247,0.068455387,0.444827286,-0.175394286,0.284424478,-0.334534931,-0.473174523,-0.021782143,-0.024077477,0.160923577,0.182258025
