attribute 0,attribute 1,attribute 2,attribute 3,attribute 4
-6.83408506,-0.042048367,-0.908407012,-0.471200605,0.767311251
7.959697941,-0.211866206,-0.351519457,0.440577128,-0.396298971
-4.11043034,-0.792382199,1.589415049,-0.891159492,0.101460711
1.806979567,-1.591021739,0.070389842,-1.456534513,0.54920546
-0.396525565,-2.067717509,-0.282741412,-0.143209779,0.204794679
-9.596326917,-1.169439314,-0.211261893,-0.583347289,1.347729134
-5.028957529,-2.475747921,0.023259905,-0.20785017,-0.066459552
0.163901539,-0.692308617,0.327530699,-0.657872227,0.298492882
-8.461358852,-1.910214337,-0.424415656,-1.276653856,0.401199276
-2.286619518,-0.691978058,-0.075451957,1.733649159,-0.441699487
0.869912589,5.14226791,3.275765436,2.727209068,3.725111608
5.796015352,-0.26348339,0.275723494,-0.164597435,-0.333146315
6.7463759,-1.53637947,-0.170497892,0.833112332,-0.595485443
-0.900216083,5.922938924,-1.68151053,-0.498094557,1.155496519
-8.188995431,-0.429506676,-0.734127872,-0.640900159,0.537709676
-3.947440021,-0.166140767,-0.179762606,1.653448183,0.670927039
0.24992348,-1.768626282,0.404654763,-0.74661158,-0.348626113
0.371765992,-0.321012496,-0.350750911,0.314864957,-1.437685376
-7.819992487,-1.700795852,-1.813075207,-0.656551168,0.91665212
9.362295297,-0.060903139,-1.704734826,0.41980259,0.226174453
0.044041452,6.74494219,-0.729289929,1.22960528,2.286970119
3.708051976,-1.769108289,-1.028212806,-2.244773044,1.187539443
8.359664459,0.54642683,-0.642840881,1.289797616,0.07909174
-8.434481325,-0.975504667,-1.168789034,-1.290587566,0.224059572
-4.390137854,0.887775587,0.607307407,2.100580936,-1.41197207
11.36202134,-0.981765355,0.277790642,2.067331037,-1.41567685
-11.15916186,-1.502449713,-0.275278024,-1.543972993,1.311269537
7.925690754,-0.042171715,-1.893125502,0.504665472,-0.346465391
0.541432196,-1.634296985,-0.358031196,0.761873448,0.733703436
10.7076431,-1.480850005,-0.034513049,0.871039341,-0.556810715
9.733460757,-0.790481057,0.789647728,0.098737328,-0.826098632
9.39276084,-2.007934949,0.04017958,0.476071751,0.113973155
4.837415551,-1.193054246,-0.383791985,1.383075393,-0.101274738
-5.333108652,-0.174958925,-0.063402099,1.853256711,-0.346418206
2.381104693,-0.561913745,-0.498018411,-2.258408813,1.651351673
0.298939587,-0.144902403,-0.000281554,0.050860685,0.05730397
0.651815037,5.009126762,3.845516071,2.13674285,2.807541969
-0.535983186,-1.211273407,0.483628088,-0.056774171,0.949442504
-0.083050317,7.562905029,-5.206833695,-1.691375688,-2.841571755
6.904568798,0.090907834,-0.144664393,1.010465289,-0.065726259
0.473692046,1.550393422,6.853330431,-3.033135768,-3.512369371
0.404469354,-0.44641109,0.042662047,0.514139486,0.244243599
6.048899225,-1.460744147,-0.165241634,-2.446557699,1.577088871
-9.113993179,-1.190303039,-0.179569636,-0.959085116,0.335750695
-4.604011087,-0.917563873,-0.828054798,1.084397554,-1.008022178
8.914423245,-1.009789024,-0.260971661,0.99384298,-0.455503221
9.480741024,-1.478859292,0.572858154,1.60079859,-0.538519624
-10.01356025,-0.234019529,-0.921465762,-1.265720413,0.617098566
-0.608646466,-0.262232989,0.40035514,-0.078954885,-0.306511343
-0.446564611,3.060228783,6.886544816,-0.988247402,-1.948067567
-9.554194418,-0.764129576,-1.597139049,-0.391351197,1.182739902
-5.848576089,-0.503938321,0.277711046,3.194961822,-0.415896215
-0.278775463,5.742829157,-5.414188131,-1.930455822,-3.044215337
-6.652063996,0.493576709,0.151456386,-1.07820718,0.434137796
-4.915305803,-0.831085826,-0.346922166,0.290652534,0.366400924
-4.358194655,-0.540128707,-0.711490778,-1.179920869,0.057768887
-9.451008161,-0.180549892,-0.321982485,-1.210022153,0.922568391
-5.620179269,-2.72520541,0.116171766,-1.174173982,0.448213886
0.045693395,-1.867437127,0.380583356,0.371336212,-0.488091416
-4.143045696,-1.400770562,-0.472427059,2.483403798,-1.045816861
-2.790502984,-0.237482502,-0.128407546,1.182052591,-0.042856605
7.846011607,-1.723640403,-0.818624305,-0.778291078,-0.412245861
5.557912868,-0.504421266,0.11909804,0.448476696,-0.159570953
0.5416692,-1.262137958,-0.354962056,0.291393907,0.224075943
-8.329993921,-0.632243176,0.095372523,-0.660348733,-0.168778606
-0.056331286,-0.314922095,-0.072653787,-0.441398185,-0.501826246
0.32837296,-0.085931599,0.196484441,0.763938293,-0.603238767
4.106727947,-0.068348941,-1.504107105,-3.036583559,1.421345348
-3.7227172,0.263148166,0.896312083,1.467579404,-0.989678923
-6.391707987,-1.110435708,-0.273704301,-0.702720956,0.304670152
-0.255983197,-0.954698487,-1.009461793,-0.105962805,0.94100414
-0.234161553,5.921018742,-3.608733495,-0.180090958,-0.880402302
0.137526099,4.865773512,0.098514646,2.478251419,4.700588471
-5.914364873,-0.348340038,-0.826760868,-1.068748529,0.244661324
8.452188617,-1.545862193,-0.359273987,1.119352831,-0.596237037
-4.007119422,-1.621339931,-0.398366466,2.190644119,-0.401673594
4.301256163,-0.759478022,-1.328168292,-0.270004703,-0.236396674
-6.050634173,-0.683202862,-0.828617277,-0.805025842,0.505101486
4.196405216,-0.499603402,0.266759828,-1.362616646,0.24548937
-4.809845833,-1.500459816,-0.098480967,-0.131234893,0.522270246
0.078610965,-0.841612851,0.494139798,-0.405363662,0.120919548
0.077326077,-1.48791343,0.083077863,0.145233084,-0.238564758
4.265877507,-2.133907815,0.212784038,-0.745599336,0.209613893
0.498593962,-1.397130964,-0.66467975,0.494222527,0.263139012
0.088257121,2.451964849,5.298387193,-0.394720049,-0.628453675
4.621413278,-2.438259291,-0.548418457,-2.601836067,0.307683505
-8.156111144,-1.883216056,0.421783653,-0.883769776,-0.537909877
-0.106083124,7.021234379,-1.45538032,1.853475533,2.706394657
-7.492345541,-0.023643524,0.436104127,-0.636113871,0.152646118
-5.280095908,-0.792317487,-0.422357843,0.748152512,0.200533972
-3.799893761,-0.935697275,0.475584579,0.142410776,-0.022520468
-0.736446335,5.899766396,-1.393412396,0.342859002,0.359191075
0.253858725,4.695338419,-5.572411916,-1.963813395,-2.775819892
5.398725865,-1.565735,0.270309969,0.890376787,-0.159229181
-6.002950602,-1.642585804,-0.700393113,-1.092791025,0.336340372
9.855874034,0.122937294,0.861644065,1.570212522,-0.241104361
0.37147012,6.701284053,-1.956271133,1.510839846,0.726011735
-7.151803194,-1.137349746,0.843619386,-1.126390385,1.229684975
-0.00649057,7.473534155,-4.585128709,0.228469923,-1.28778493
-11.32087377,-1.233330154,-0.411325637,-0.97397681,0.768355522
3.767430202,-1.404451053,0.327329538,-0.949226147,1.371976853
0.490101614,4.845880038,1.1156572,2.148077102,2.934227095
9.251400709,-1.516033411,-0.719768773,1.213990577,-0.84762618
-5.917615437,-0.102138329,0.030180892,0.929608854,0.55582319
8.48651943,-1.522212147,-0.731175273,1.462348136,-0.697080352
7.176884993,-1.685016552,0.237455404,1.467688086,-0.432035967
0.256915937,-1.448073702,0.095988999,-0.310332717,0.175777434
3.604362793,0.031497982,-0.8765819,-1.245405771,0.520930153
-0.138722874,2.273184046,5.90658189,-2.454958193,-2.669767095
-0.024906527,3.941902791,-3.099506726,-1.988325864,-1.560005435
-4.989294976,-1.559009636,0.937627901,-0.556430403,0.339000183
-9.431735618,-1.166157016,0.992930494,1.171563236,0.472912057
0.125421945,-1.342193648,-1.188668684,-0.171036489,0.498295113
5.272886607,-1.105206043,-0.047102437,0.318904021,0.282838194
4.412169964,-1.394006959,-1.384546751,-0.133623128,-0.037448172
-9.632826709,-0.009702359,-0.0694327,-1.219008654,0.637026
5.531088011,-0.153057257,-1.014732823,0.051368778,-0.420333058
0.438387658,3.202687019,-2.770657574,-1.459557443,-2.261928759
-0.15532893,-1.139985019,-0.174000121,0.029838392,0.112004228
4.59959991,-0.840831501,-1.187181028,-2.484475669,1.116564099
0.329561985,-1.137061117,0.062007503,0.158867205,-0.822694824
0.491806984,5.919193334,3.79150043,2.646656463,3.845474456
-0.271126178,4.280974487,8.538684156,-2.797275105,-3.570660625
-9.975803049,-1.921648708,-0.176260137,-0.764655262,0.088091693
0.148374161,1.175371797,5.884304172,-1.872664711,-3.457052427
8.095297268,-0.964090144,-1.394925397,0.904093745,-0.266271205
-8.440637685,0.595491526,-0.863653568,-0.928019616,0.497068548
-9.959394779,-2.575394649,1.01540197,-0.411476834,-0.433804215
-3.299569452,-1.234997394,0.638382018,2.371346542,-0.39768889
-6.248668043,-2.073797468,0.258245712,3.256597165,-1.69147615
5.746638439,-1.022169422,0.096604552,-1.965370046,1.57871795
-0.101971698,6.639087701,-2.985197954,0.301030723,-0.630903327
-7.683009833,-2.241199209,-0.165592446,2.670017046,-1.709029131
6.503784125,-0.080350296,-0.901018443,0.258026886,-0.213977701
-3.765479139,-1.180506268,0.967093175,0.977669096,0.679168519
-5.525151011,-1.671553349,-2.130675457,-0.708596051,1.007728716
5.448456157,-1.68994421,-0.821541236,-0.016994597,0.001624633
-8.822386958,-1.453450599,-0.196793234,-0.774137009,0.835097031
9.248159115,-0.772593468,-0.031253244,0.654922974,0.0877101
6.542939537,-0.930391942,-0.118544906,-1.944787163,1.908909331
7.172137753,-1.686543801,-0.715193972,0.725985182,-0.566009414
-7.178183314,-0.497770747,-1.253819414,0.182285332,0.198207411
0.200042129,-0.765921712,-0.351839686,-0.188767774,0.785809456
2.416698821,-1.177777756,-0.09432496,-1.49354591,1.450737351
6.080690559,-0.416829995,-0.178452889,0.013468113,-0.558232997
-3.977548528,-1.401655928,-0.090487526,-1.009585199,0.362412031
-10.36970289,0.230487164,-0.651027886,-0.379215532,-0.00802002
-4.350762888,-0.497043129,0.103600872,1.041805306,-1.187635944
-6.154609285,-1.588809883,-0.11527634,-0.715948723,0.731213378
0.533908012,-0.441194798,0.521338781,0.546474217,-0.968492478
4.666168194,-1.321488767,-1.403467107,-2.29279662,1.259942469
-7.009000676,-0.48526923,-0.56442541,2.237181335,-2.454505371
-5.583378541,-0.338582543,-0.149006278,2.044399338,-2.193314616
10.56245942,-2.214089598,0.362173722,1.795695439,-0.614949926
-0.099958887,-0.959033538,0.239321139,0.300386334,-0.263894803
0.091289889,4.576303338,6.012160274,0.677625946,1.812486527
5.293715001,-1.465242124,0.234259418,0.816304943,-0.244275337
0.12883466,6.471276494,1.908074626,1.786339056,3.839855064
5.394657125,-1.308357478,-0.006338813,-2.197511732,1.847220013
-10.16912347,-0.703450275,-0.234364238,-1.161480422,0.148855315
7.943919072,-1.062648208,-0.651938559,1.657503793,-0.559343166
-4.761486483,-1.577060324,-0.123024804,-0.30795814,0.265528253
-8.673489205,-1.265595979,-0.454071541,-0.301393919,0.550299996
0.372278744,4.377389536,-4.737259536,-1.539762068,-2.587394346
-9.961300211,-0.659526483,-0.004652697,-1.180558128,1.078748689
-0.209962595,-1.028845508,-0.509386995,0.267310093,-0.018874325
7.019349968,-1.126945561,0.94880835,-2.084500697,1.145905999
-7.324592515,-0.804970665,-0.213925599,-0.830545353,1.147372904
-0.052199761,-1.117146429,0.457479862,0.250761854,-0.598060085
-7.75735909,-0.64563708,0.877137099,-1.154822099,-0.404686683
-0.060915302,4.859368576,-2.744463861,-0.420952108,-2.373947821
7.533744613,0.203132731,-0.576476542,0.54555705,1.072421274
5.211652289,-1.109799829,-1.592500594,0.573555741,0.36608295
7.71613137,-1.286798361,-0.010802858,1.421103965,-0.731666739
-4.956627254,-1.431977832,-0.972273811,2.478125986,-2.315441734
-0.20120763,5.573533038,4.685065245,1.144522629,1.780716137
