attribute 0,attribute 1,attribute 2,attribute 3,attribute 4
-7.942146065,-0.523519999,-1.478448425,-0.945827455,0.495949163
6.50909148,-2.229179455,-0.209342677,0.548790994,-0.060009086
-3.356994556,-1.230967936,-0.229446289,2.909859943,-0.548618344
-6.326360933,-0.189882407,-0.680386131,2.298265656,-2.26069096
-0.029381409,2.935491045,7.719856742,-2.59430999,-3.456197398
6.627641627,-1.383616769,0.113331188,-2.399667132,1.472745451
-0.505650465,-1.037612915,-0.518225903,-0.195838166,0.376990804
-7.712875321,-0.227999671,1.613582966,-0.510246667,0.141391324
10.23895691,-1.042328287,-0.471934974,1.454804001,-0.052818068
10.21893923,0.183921647,-0.162273476,0.448206512,0.105358195
-0.287334086,-1.312519816,-0.270028865,0.157486087,0.070571159
-0.38573233,-0.335306698,-0.669941482,-0.210307151,-0.598162317
5.056620297,-1.461819706,0.81756338,-0.160703764,-0.164768637
-0.260681555,-2.290113612,-0.621873141,0.362428566,-0.180249881
6.419530084,-0.853393149,-0.41889669,1.333387392,0.340983483
5.056607197,0.196631385,-0.126849702,1.262553003,0.722236967
-9.145212817,0.443080577,-0.996150333,-0.931109535,-0.275153338
0.320038269,0.73722415,5.783803781,-2.494571764,-4.089563694
-7.238991877,-0.727340207,-0.277994539,-0.217796318,0.635959165
5.516652955,-0.453668656,0.69082928,0.638531619,0.171058259
4.839983438,0.438460948,-0.374925168,0.519955425,0.312390804
5.140128646,-0.830592791,-1.270538549,-0.477425996,-0.220718174
0.708119712,5.724218341,1.700536523,2.674137884,3.933517219
0.413120948,6.681927098,-0.255187964,1.142430874,3.313976782
-0.557391175,5.372287429,2.009838411,1.615797097,3.799754915
0.077063217,-2.090582144,-0.415973801,0.076933157,0.139375114
5.269131104,-0.517447838,0.01766084,-0.060103119,0.171846733
0.07383259,1.101442636,6.787243519,-3.375465862,-3.646242078
10.4266725,-1.008776041,1.26172337,0.890987655,-0.468104017
3.377698474,-1.347959547,0.229882546,-1.337011266,1.236109657
-0.094515084,-0.463234524,-1.011635672,0.11451328,-0.058552412
-4.006814648,-2.056299673,-0.030508939,2.528801721,-0.375873522
3.959272381,-0.709962469,-1.895651617,-0.036254202,0.523957049
8.191533481,-0.680810515,-0.264757473,1.556149504,-0.393130907
-0.238634177,-1.976380048,0.374385474,0.163397952,-0.492134436
-0.880854399,4.247137378,-2.574004311,-0.846307978,-0.541930429
-6.093442554,0.547238675,1.044885665,-0.492122833,0.055585106
0.497588236,-2.093749129,0.705292725,0.191176741,0.098623307
0.079282087,-1.26708036,-0.280406918,-0.005978708,-0.625944859
5.973421986,-0.966796967,0.263526379,1.885853168,0.183433526
10.05340387,0.439868663,0.008057618,0.798657256,-0.647306719
8.471020951,-0.654642581,-0.246808674,0.463799332,-0.481248054
7.642247087,-0.404592604,-0.248393255,0.018208221,0.220541115
-0.051789886,5.838880075,3.411330918,1.986565691,4.063334483
0.04238608,-0.209403257,-0.821029135,-0.423379777,0.14977371
0.33195351,-1.814528442,-0.069202927,0.612120705,0.468219068
4.882823294,-1.510533076,0.51135947,0.512773291,-0.463738981
5.980296004,-1.023465862,-0.362012502,-1.678691513,2.057052401
8.136665448,-1.053010178,1.04173522,-1.882860091,0.430828451
-7.805742673,-0.130443125,-0.051113701,0.057711996,0.748058371
-0.311632982,-0.788081522,0.22995095,-0.743969496,-0.255396422
-0.377067457,7.460936937,-3.302016171,0.116096034,-3.099529854
-0.415742317,6.212463736,-3.632440863,-0.206655094,-0.741873252
-0.128327259,-0.756858912,-0.797339664,0.601914795,1.256846974
-0.408581275,-2.010646053,-0.414692274,-0.36687462,0.347414854
0.773088079,1.726187729,6.681514718,-2.765592456,-4.238240488
0.329881299,6.611042332,0.308832446,2.244758077,3.587099133
0.173441756,-1.80054483,-0.416676071,-0.215945777,0.796428336
-2.961414745,-1.334053892,-0.544754356,1.850660129,0.102311298
0.536982035,5.416681795,-3.833612324,-0.936836637,-2.599044223
-4.606387286,-0.618508305,-0.347009368,2.575173217,-0.402402244
0.24990198,-0.071704403,0.363805863,0.071265464,-0.627135856
4.995615397,-1.373315872,0.572960964,-2.6940822,0.365426729
-4.529104435,-0.871747006,-0.574867589,2.280869494,-1.046935677
6.067626683,-0.472648408,0.444250756,0.784178313,-0.109849191
-7.922527379,-0.949465822,-1.297837583,-0.878520905,1.466892953
-0.17249107,4.519449044,-5.354099075,-1.99468018,-2.813522261
-7.622168074,-1.390626193,-0.615072249,-0.13679461,0.15942653
5.18344563,-0.705911828,-0.007724518,-1.213658924,-0.071278206
0.718023202,5.717701947,4.075388698,1.702932015,1.561020707
0.078336224,-1.670271517,-0.719210527,-0.225186135,-0.18485317
-6.71998254,-2.165708855,-0.324824907,0.013934697,0.869653051
5.969584283,-1.063008139,-0.099572797,-0.02149142,0.025104823
-10.27244155,-0.484850503,-0.931560867,-1.386297813,0.882297911
-6.301301898,-1.831503131,0.688899351,0.853067663,0.012993193
0.313493918,-1.623318583,-0.066451749,0.892322313,-0.52070645
-6.2440554,-0.654269808,0.43277927,1.071285156,-0.025223012
0.241735504,4.037819837,7.590027771,-0.179055668,-0.970931406
0.350706944,-0.856301703,-0.227741569,0.866938541,-0.459115834
-5.96598502,-2.079969968,-0.691061713,1.563611934,-1.637823363
-5.028732756,-0.251188336,0.475916122,1.255123504,-1.755697613
6.772502271,-2.018771035,-0.683035769,-1.382119567,0.042042086
-0.205668374,-0.88122851,-0.769984291,-0.053897267,0.717664874
0.045838406,-0.467043737,-0.442351188,0.297078535,-0.294793595
2.553874764,-0.621179142,0.233643662,-1.47944589,0.580662833
0.134209779,-0.651992291,-0.278079809,0.589186227,-0.809379184
0.125430507,6.940261041,-3.507489167,0.637742153,0.091642278
6.69533929,-1.634515665,0.196027005,-2.745793165,1.852352395
-0.14990051,-1.373747474,-0.242007321,0.10521224,0.502153404
6.280855668,-1.713932,0.041067628,0.130447487,-0.609046516
-5.686890294,-1.349736607,0.646201677,-1.03579065,-0.332133931
-0.128812663,7.330177,-2.629241519,0.582120587,0.222238781
0.128517408,-0.777615495,-1.356227881,-0.708065766,-0.159076877
-7.46691772,-1.340819828,-0.98287013,-0.787034917,0.843623308
4.354364508,-0.769520582,-0.181324818,-1.754012346,0.685593853
-9.176481938,-0.584182805,0.041207635,-0.52047966,1.077351778
6.927244917,-1.703886475,0.126424,0.77927932,-1.01039597
7.865768757,-1.582575751,-1.876676735,0.078326226,0.027690606
-0.424168453,-0.522673911,-1.361549093,0.515802606,-0.313736016
0.07579043,6.621793309,-5.298547549,-2.717044445,-2.548507036
-0.391140507,2.528583763,7.490447328,-2.656172101,-4.627572657
-0.367642998,0.040839032,0.114128689,-0.057047927,-0.621334271
7.688312607,-1.808419372,-0.421540604,0.440138081,-0.431653126
0.728137643,6.206647513,3.244665069,2.706904408,3.58558275
-0.39461082,2.793945572,6.890872056,-1.509530331,-2.856433922
-0.197200428,6.489856589,0.141537478,1.334918251,3.499146161
9.091111095,-0.980133152,0.781915479,-0.042296406,-0.926376146
0.074858111,4.571169805,6.0960466,0.190985214,-0.115080435
-0.427469027,2.30948375,6.563762282,-1.711141352,-2.231271226
-7.954083605,-2.099677112,-0.026421732,-0.937982434,0.734306704
0.161247664,-0.010121881,0.648804181,-0.321647199,-0.733419385
-8.942480317,-0.568342792,0.769817618,-1.14317913,0.144405429
6.628456513,-1.539289896,-0.274754033,-0.779575686,0.177012176
-4.765333724,-0.470267499,0.593710298,1.505508512,-0.919994965
7.948367168,0.614088954,-1.405110179,1.150050711,0.655856397
-9.136452468,-1.355918641,-0.226649064,-0.683640001,0.391746078
-6.921260424,-0.107221301,-1.015082157,-0.702260694,0.426165072
-6.673250412,-2.935085359,-0.231967511,0.059814608,-0.127447823
8.353046105,-0.623557434,0.16696472,1.029364654,-0.455207203
-3.74445276,-0.628963907,-0.304661771,1.167082427,0.369434863
-0.596103621,-0.980775998,-0.54383647,0.368337859,0.285251882
0.046589451,4.487457473,3.687672428,1.158093958,2.674321482
0.392168831,-0.891564886,0.149236376,-0.23862139,0.533395478
2.579642241,-0.387884021,0.539167822,-1.976263779,0.690891317
-10.09867591,-0.1384913,-1.277710217,-0.925179189,1.159421192
0.056466695,0.200281304,0.766622308,-0.087944383,-0.218219632
-0.037289037,7.712344025,-3.851735189,0.2399257,0.337648988
-8.136089421,-0.02966252,1.363948954,0.865512843,0.294180703
-3.430670711,-1.793644743,-0.491061943,1.721715701,-1.297236516
-5.013667243,-1.028089261,-0.277805776,-0.137861054,0.907682119
-0.691422217,3.666345347,5.126400636,-1.456822449,-1.175124951
-0.273978135,-0.59788559,-1.04223564,0.327618735,0.351865342
9.422279951,-1.186465845,0.643784195,0.771801099,-0.158038812
-5.17191489,-0.9656309,-0.414210636,-0.747303967,-0.068686179
7.209964847,-2.191885937,-0.075873823,1.561583116,-0.753600201
2.963058438,-0.316411242,-0.225634667,-0.645418698,0.82751925
-4.735022054,-1.856432383,-0.464301272,1.273194994,-0.671772869
-3.73867771,-0.399662066,-0.62972607,2.055045581,0.02307006
-10.65381986,-1.006518847,-0.330753777,-0.812466941,0.574808361
9.769722059,-1.668151502,0.342864673,0.83040021,0.145305533
-7.329453407,-0.911334565,0.542275509,-0.271288939,-0.157602772
5.83361816,-1.737217938,-0.290059805,0.73674442,-0.243165546
-5.067904168,-0.677902717,-0.803033163,1.42053942,-0.347019244
3.811543064,-0.199763736,-1.657160188,-2.254421853,0.96245179
0.275527371,1.743946281,4.920285376,-1.49010568,-3.045270938
9.931373864,-0.754525462,0.371984177,1.54717425,-0.777381128
5.737719161,0.393022646,-0.56290747,-1.703804528,1.478154407
0.309231046,-1.109199063,-1.297718083,-0.022014045,0.786007537
7.433953043,-0.027477602,-0.086580722,1.898317337,0.225764756
0.461677294,-0.53905297,1.217882062,-0.196193504,-0.449109984
-9.579521449,-0.889420314,0.361004478,-1.089013128,0.070463468
-10.28700628,-1.728936141,-0.330892996,-1.015514912,-0.082508853
5.539231136,-0.36241352,-0.027633866,0.212272207,0.22358331
-6.660136905,-0.765182526,0.101976963,-0.454821971,0.77327701
-3.832193886,-0.369892296,-0.161797153,1.650311752,-1.458771968
3.892331058,-1.920488457,-0.768909275,0.087160039,0.640740461
6.210027173,-1.543160543,-1.449537535,-2.092652232,2.630678977
-5.778815602,-0.394945942,-0.716718718,-0.49086156,-0.120875279
0.525377578,-0.446931239,-0.515064681,0.843965559,-0.522005689
3.464613161,0.169199565,-0.558402738,-2.295328504,0.415759081
-0.381573515,-0.874790414,-0.176763867,-0.133536369,0.77175364
4.065741826,-2.556890282,-1.188153149,-2.202247977,0.846301248
-7.512461782,0.282342085,-0.398587475,1.781174981,0.24954233
0.204454852,-1.616834878,0.252407531,0.168757027,-0.797540417
3.615974985,-0.366758756,-0.355653972,-0.659058734,-0.009835257
9.249515627,-0.154335297,0.039749186,0.977722236,-0.279449218
-7.14580879,-1.664686029,0.514044283,-1.206821854,0.051837093
3.650577291,-1.770980905,-0.880135529,-2.686383464,1.094017403
-7.266123326,0.287190755,-0.909265838,1.987666113,-0.650622252
9.008787903,-2.021162814,0.387654406,1.826854608,-0.636200699
5.741648545,-0.52110931,0.245916395,-2.945894506,2.471831446
4.152339032,-1.483801504,0.294419033,0.389333249,-0.14136112
11.29406728,-1.837866614,0.14970788,1.173767024,-0.864372634
10.30347688,-0.938795657,0.024278274,0.225569282,-0.042181403
0.453159767,6.034267974,-5.940178513,-1.802302795,-3.629524508
7.387341071,-0.929823863,-1.493960731,0.65442526,-0.405432692
-0.546358901,-1.423223576,-0.226661626,-0.718557257,-0.075526352
7.382803297,-0.59287999,-1.674497346,0.600051826,-0.201978951
-4.527354083,0.209679352,0.934030302,1.949979684,-1.105670201
0.466686921,-0.856048597,0.063140214,0.647437196,0.448601557
0.041124026,5.652143328,-4.418073868,-2.428508,-2.748436504
-7.217190968,-0.823363938,0.413178398,-0.378968904,1.074233005
-0.273982471,5.307687637,6.448542774,0.138596285,2.141108543
-0.588423999,-0.191538393,0.214780487,-0.449699442,0.809167554
0.193796484,0.136985033,1.186570313,0.561993415,-0.32959196
-8.795895434,-0.209241482,-1.030066725,-0.86911945,-0.142273605
0.08635453,-1.448898297,-0.950153656,0.287544488,0.452535849
0.14369328,3.060641202,4.251068226,-0.805316218,-1.497508947
-3.752360934,-0.198782721,-0.417821277,2.263301251,-0.236407417
0.125993014,-2.071312719,-0.513063007,0.344369788,0.184488354
-8.975543159,-1.858153969,-0.305600313,-0.993742563,0.953105785
8.400188316,-0.328920752,0.35033921,0.214899677,-0.120908455
-4.967036382,-2.030796587,-1.081409755,1.854588472,-1.173376794
-7.703098209,-1.348988232,0.299472478,-0.480943824,-0.381394443
4.97760877,-1.520274674,-0.794037466,-3.174517896,1.944580204
-0.153337724,-0.49696071,0.3443523,0.684692858,0.440372908
-9.61388948,-1.43728464,-0.954994654,-1.37456635,1.041778732
5.471597473,-1.606022572,-0.403997355,1.372801958,-0.188283389
-7.456488048,-1.126794004,-0.807489323,-0.160281814,0.927077686
-4.826162681,-0.724546256,-1.283219922,2.650225093,-1.001372217
4.204503421,-0.275468505,-0.390001384,-2.101806506,1.492938409
9.640656367,-2.053223319,0.881883399,1.004305448,-0.207744803
-0.026072781,5.77324545,5.65014027,1.270892065,3.254206581
1.830254974,-1.867787478,-0.814100236,-2.174812889,0.726178424
-4.893177978,-1.489200909,0.184316563,1.40478607,0.790218903
-6.208039614,-0.694438467,0.042201212,0.267463877,0.649685388
-0.110752343,-1.640313419,-0.820828814,0.435572016,-0.150453874
-0.538097699,-1.659188088,-1.119457335,-0.374442394,0.095448298
0.128890334,-1.268608951,0.827569076,-0.3565398,0.030910838
-3.328021659,-0.982434723,-0.550637715,2.114418807,-0.987157782
-4.722050494,-1.03353568,-0.701632105,-0.129229357,0.189092123
-6.765923921,-0.362810753,0.486473394,-1.038188618,0.145556396
6.059914209,-0.09084324,0.146893614,0.60605848,-0.841183918
-0.457928548,-0.582276609,-0.526818755,0.130396886,0.404712704
-4.880833526,-0.481072131,-0.516194119,2.71643709,-0.616832898
-0.115629006,-2.167837238,-0.59125019,0.323122338,0.071540907
0.007242175,4.542835534,5.037158561,0.6555493,1.432895566
0.268426174,0.153722279,-0.393870256,0.91914975,-0.353030965
0.584081739,-1.761117148,-0.292180799,-0.167446334,-0.330544425
0.510442283,-1.123646518,-0.920046607,0.110580896,0.186272295
0.032668308,-0.473331865,1.183388831,-0.147731054,-0.224585514
-6.735529666,-0.750876143,-0.040697469,1.987292262,0.168311414
9.022948665,-1.081670328,-0.28780139,0.865064326,-1.107112813
2.845471545,-0.57437488,-0.687947067,-0.375806708,0.890584176
-6.172770667,-1.791121705,-0.73578577,-1.125582534,0.576527646
3.736749582,-1.380904775,-0.420855471,-0.50903321,0.635587161
-3.548536889,-1.107108506,-1.003265562,1.592217378,-0.800133085
-0.046801496,-0.627480472,0.635151565,-0.649312574,-0.054803396
-5.708248581,-1.046537913,-0.2525394,-0.301657538,0.228662985
7.313074368,-1.751864656,0.05225696,0.470783689,-1.441938052
4.551025824,-0.851599517,0.028841856,-2.542349491,1.510497484
-4.874667563,-0.826667955,0.2494799,-0.759993593,-0.194710192
-1.771838259,-1.759704528,-0.055695492,1.91651461,0.312058662
-0.621944838,-1.134534986,-0.376778455,0.03998177,0.723359988
-8.921812,-0.727870743,-0.488943792,-1.589763614,0.418043589
3.628782034,-0.459906594,-0.234885241,-1.372646541,1.377729522
10.30312421,-1.96039715,0.259266279,1.401611147,-0.501362134
-3.902040094,-0.252674091,-0.53259731,1.363736532,0.012868815
2.477290473,-1.244798157,0.142036204,0.230640462,1.091840914
-5.983117626,-0.728454633,-1.021905142,0.030856517,0.167801365
4.742243971,-0.565978692,-0.149505201,-2.063824495,0.597584568
-0.543326934,8.286918043,-4.684796732,0.40968563,-1.270647416
5.82959805,0.043083582,-0.770192843,-3.350019872,1.914539379
7.538846257,0.13311984,-1.193060668,-0.001035065,-0.342935106
-8.104609602,-1.917075212,0.790913803,-0.152950006,0.169419841
-0.552491556,2.850627892,6.061296949,-1.968254635,-2.116041156
0.488799469,3.176801084,-4.886999514,-1.490976752,-2.361610271
-0.302584789,-1.405166341,0.280021622,0.087835304,0.352249259
0.216524046,-1.478422511,0.443929975,0.337677527,-0.165079539
8.988133244,-0.58248799,-2.487124478,0.242493255,-0.017578722
4.956112972,-1.766167813,-0.586648886,-2.652352261,1.678750101
6.330064509,0.02196996,-1.299636832,-3.002656369,3.05345111
11.60332393,-0.507130722,0.526876844,1.279589347,-0.541463054
11.52713321,-1.07709432,0.143032069,1.615270594,-0.889217513
-10.1754297,-1.963579759,-0.420560778,-0.95678669,0.62651022
-4.949385685,-1.28101059,-0.877974293,-1.226926303,0.403362213
1.030331165,4.832623538,3.507950251,1.397981928,2.878098387
0.13529182,6.69912094,-4.364749082,-1.306768756,-2.088016331
0.817189022,4.587952752,-5.428798437,-1.176057964,-3.755157558
-4.421410704,-0.50860988,-0.03461976,-0.80700383,0.734799481
-6.571706704,-1.97491375,-0.064469814,3.602186788,-2.929513241
6.745521786,-0.249457926,-0.508048101,0.003890576,-0.074720344
-6.007754016,-1.063932082,-1.737165867,-1.68126485,1.094375235
-0.154148699,-0.140346448,0.575989748,-0.186836615,-0.135309311
-0.081462247,4.831748637,-5.32892126,-0.287509381,-2.332919185
8.442070505,-1.43801509,-0.151433684,1.007438681,0.194824564
10.41617499,-1.02051121,0.104336759,1.469453804,-0.77570799
6.294340729,-1.49029941,-0.958312758,-0.811229558,0.044736102
9.276247886,-1.354665679,-0.440886702,0.138155291,-0.099578114
-5.067533784,-1.128563814,-0.063915334,3.925904134,-1.406128511
-5.016846499,-1.79492246,-0.242366511,-0.497615058,0.5486904
10.92645761,-0.864611644,-0.464383089,1.102628871,-1.005188533
9.22946227,-0.462644722,1.217980925,0.82693726,-0.515690028
3.686129587,-1.036691831,-0.528836057,-0.707106012,0.156512383
2.774884573,-0.68811287,0.258566082,-1.559361895,0.630640249
-5.359401893,-1.159336705,-0.02874216,1.915275355,-0.778249297
0.00722567,2.6305736,6.751920847,-1.579383131,-3.094404984
-5.252592076,-1.34660449,-0.23331046,1.058153688,0.161083605
-0.051802278,6.360784816,0.156310669,1.202254377,2.20916789
-5.81988466,-0.487862788,-0.138362252,-0.418283012,0.888264949
0.082766003,5.27623321,-4.111244783,0.267395613,-0.894385745
-10.57425274,-0.503184968,0.521084085,-0.771928691,0.762646856
0.302694763,-1.998243612,0.125562027,0.30603322,-0.033714347
-4.732690866,-1.628589852,0.3804168,2.849065932,-1.391279289
0.591244407,-1.363511657,0.18175402,0.891630187,-0.381731683
4.544680192,-1.465021343,-0.014267503,-2.103016144,1.470321929
-4.837804927,-2.0606703,0.674352968,-0.830911262,0.029941286
-4.228882712,-2.118725025,-0.167729116,1.986694753,-0.657498314
6.835250235,-0.650519159,0.399082487,0.737596004,-0.897146616
-4.916738017,-1.25574692,1.050592147,2.163033849,-1.85901675
-0.244498492,8.078335618,-0.413265783,1.480154123,3.181817804
7.385132088,-2.40834028,0.00744547,0.830864349,-0.357138513
7.599195608,-0.894499287,0.054379521,0.953614713,-0.208581785
5.487709329,-0.577022182,-1.283504117,-0.472827169,-0.15161931
-0.085703967,5.582574286,-6.297304982,-2.230680297,-2.61695402
0.399749575,5.256476428,2.741270892,1.819188659,3.153759972
0.040281953,3.061081259,6.609349892,-1.266823484,-3.066432501
-9.997582325,-2.006955825,1.458796107,-1.140326886,-0.662989406
6.866226424,-0.100888008,-0.044678142,-2.252508513,1.604504898
0.128447094,-1.453131691,0.310882563,-0.306519807,0.447585963
-9.979338233,-0.718629066,-1.191417764,-1.314655621,0.299520347
5.154412106,0.014514772,0.211388562,-2.137724245,0.614257764
0.234014575,-0.942367345,-1.016708617,0.451894064,-0.054621433
-3.585196805,-2.006430539,0.243091024,1.740823971,-1.420040882
-5.308325685,-1.967978626,0.523090334,-0.916255799,0.056858142
0.088215416,8.338149187,-5.529210535,-0.792912355,-2.478279168
-3.90794621,-2.077667329,-0.114521959,2.482792994,-0.800662097
-5.19678499,-0.736803296,0.486607175,3.445710728,-1.133833038
0.303598879,3.656300879,-4.529503094,-1.509665065,-2.520879756
-0.327595781,-1.560690849,0.126211845,-0.125913211,0.492593124
6.494662014,0.816595882,1.116828838,0.892443104,-0.666441486
10.15144202,-2.03216738,0.682272907,1.206619944,-0.796493748
-5.56341378,-0.030484682,0.256177249,3.549823623,-1.352472738
3.406402942,-1.479064455,-0.055276513,-1.555589435,0.824399684
-6.183425443,-1.258358876,0.481355915,-1.403305464,0.471028384
-6.674212151,-1.772187149,-0.556936284,-0.999514664,0.522328282
5.285041716,-0.682068019,-0.186093965,-2.68047213,2.145076913
7.83741683,-1.75074765,0.63528451,0.418709332,0.025038725
8.19168706,-0.907659149,-1.093310048,0.582111318,-0.256720838
6.632396596,-1.061124183,0.354064036,-1.474167669,-0.082728249
11.02900779,-1.866229041,-0.855241031,1.552274679,-0.342816828
-8.665556016,-0.537034068,-0.079488404,-1.452993368,0.979054727
-0.438782208,-0.589826234,-0.091678356,-0.383276341,0.038175344
5.358004186,-1.685384179,-1.097261182,-2.71059633,0.646312677
10.14432975,-1.22251395,-0.451086748,0.087475001,-0.787433828
-2.473367912,-0.987679009,-0.579371128,1.379355197,0.075372452
0.189642636,6.844203074,2.726853586,1.984124445,4.345200586
6.853362743,-2.252263169,0.366965126,-2.796566232,2.563213208
-6.137980378,-0.785377044,0.047979631,3.093793743,-1.828572404
-4.234655354,-1.852527987,0.001864564,2.097368362,-0.652109579
5.685799571,-1.345041066,0.220459438,0.479699563,0.172296693
0.002868195,-0.984751544,1.791995644,-0.212119324,-0.263889002
8.969706096,-0.301726282,0.574308673,1.167173896,-0.577416899
-0.840584864,5.567013105,5.53408079,-0.200169988,1.329470064
8.968015062,-0.495085717,0.223372813,1.018079967,0.13604377
-4.950327781,0.049732914,-0.068246692,2.665368308,-1.353088227
-4.119024536,0.158354791,0.738921524,1.509321225,-2.216562633
-0.170405091,1.583302264,7.144618794,-1.855957309,-3.435063377
